document_id,text_block_text_hash,type,id,text,start_idx,end_idx,sentence,pred_probability,annotator,kb_ids
UNFCCC.non-party.1869.0,6ecb7d575fba392839b8db348a610db2__ea9173aa0c947e6459acd9f9249d6d9402613814a8e4890d96022f958d2ce748,FORESTS,FORESTRY,forestry,260,268,"Preferential trade mechanisms to require traceability and proof of origin of agricultural and forestry products, in order to penalise or ban trade in products from illegally deforested areas.",1.0,explorer,
UNFCCC.non-party.1869.0,ab1a37c8b9fefd9931dbf2dfaa7e6f45__38cebb337c20283642c32c7889fd191128b030797574dfd01f82b760be9e8bf8,FORESTS,FORESTS,forests,263,270,"Considering the IPCC AR6 Reports in tandem with the IPCC-IPBES CSWR and other recent reports input alongside other recent scientific literature helps tease out several key messages on mitigation priorities, and the role the land sector can play (and specifically forests and ecosystems):",1.0,explorer,
UNFCCC.non-party.1869.0,25a73c31c0666c2d01bed6669dd1e706__c8eb3d6493af3c141b6d9f72b12378412504f2c96e2560ffc92c682c2d3ba49a,DEFORESTATION,DEFORESTATION,deforestation,11,24,"2. Halting deforestation of natural forests and other ecosystems, and protecting high integrity natural ecosystems offers the single largest contribution to net emission reductions by 2030 across land-based mitigation options (IPCC AR6 WGIII, Ch 7), and should therefore be a key collective priority in the land sector, especially given extensive co-benefits to biodiversity and other nature's contributions to people (Scientific Outcome of the IPCC-IPBES Co-Sponsored Workshop on Climate Change and Biodiversity).",1.0,explorer,
UNFCCC.non-party.1869.0,25a73c31c0666c2d01bed6669dd1e706__c8eb3d6493af3c141b6d9f72b12378412504f2c96e2560ffc92c682c2d3ba49a,FORESTS,FORESTS,forests,36,43,"2. Halting deforestation of natural forests and other ecosystems, and protecting high integrity natural ecosystems offers the single largest contribution to net emission reductions by 2030 across land-based mitigation options (IPCC AR6 WGIII, Ch 7), and should therefore be a key collective priority in the land sector, especially given extensive co-benefits to biodiversity and other nature's contributions to people (Scientific Outcome of the IPCC-IPBES Co-Sponsored Workshop on Climate Change and Biodiversity).",1.0,explorer,
UNFCCC.non-party.1869.0,b0c590570e88cbcaeb84460dbfbab6f0__12c202e60e0af34fa2a0eda341d46b68fa6045500ca47af4465786dab1de1f48,AFFORESTATION,AFFORESTATION,afforestation,710,723,"Carbon dioxide captured by restoration and reforestation (or even afforestation) takes decades to fully materialize, and cannot therefore compensate for on-going or increased fossil fuel emissions (Dooley et al., 2022).",1.0,explorer,
UNFCCC.non-party.1869.0,b0c590570e88cbcaeb84460dbfbab6f0__12c202e60e0af34fa2a0eda341d46b68fa6045500ca47af4465786dab1de1f48,REFORESTATION,REFORESTATION,reforestation,687,700,"Carbon dioxide captured by restoration and reforestation (or even afforestation) takes decades to fully materialize, and cannot therefore compensate for on-going or increased fossil fuel emissions (Dooley et al., 2022).",1.0,explorer,
UNFCCC.non-party.1869.0,b0c590570e88cbcaeb84460dbfbab6f0__12c202e60e0af34fa2a0eda341d46b68fa6045500ca47af4465786dab1de1f48,REFORESTATION,REFORESTATION,reforestation,41,54,"3. Natural restoration of ecosystems and reforestation and other ecosystem approaches - deployed with an emphasis on minimizing land-use change - provide real, yet limited Carbon Dioxide Removal opportunities, and can hence not offset fossil fuel emissions.",1.0,explorer,
UNFCCC.non-party.1869.0,5658ca4653dbff052b15f472398541b3__9dd91314ea5c5fbe822f75978cff2ac4e11a164ba1af3a6103e57c9213d5237f,AFFORESTATION,AFFORESTATION,afforestation,67,80,"4. Sustainable potential of land-based Carbon Dioxide Removal from afforestation or Bioenergy with Carbon Capture and Storage (BECCS) is limited, and large-scale",1.0,explorer,
UNFCCC.non-party.1869.0,de28f7efe8b4a1d6cb9dcb6b750772d5__7dcdcaa51c33d9da23ace6351bdbcacf9f76268814178263d6cae991e495c703,FORESTS,FORESTS,forest,225,231,"4 The Guardian, Revealed: more than 90% of rainforest carbon offsets by biggest certifier are worthless, analysis shows https://amp-theguardian-com.cdn.ampproject.org/c/s/amp.theguardian.com/environment/2023/jan/18/r evealed-forest-carbon-offsets-biggest-provider-worthless-verra-aoe",1.0,explorer,
UNFCCC.non-party.1869.0,539605a04ce4e2d986350a8bb94a660d__0aaef935b8535927982028135a45fd5cabcea41fddd804550149a2e4201ad2ab,FORESTS,FORESTS,forests,22,29,Reduced conversion of forests and other ecosystems,1.0,explorer,
UNFCCC.non-party.1869.0,c3d7320c9451e418e56971799fb5593e__fe094bb3d4121788e022261bc5626b1d4b23f334daa131aacb3d2501109debc1,AFFORESTATION,AFFORESTATION,afforestation,23,36,"Ecosystem restoration, afforestation, reforestation",1.0,explorer,
UNFCCC.non-party.1869.0,c3d7320c9451e418e56971799fb5593e__fe094bb3d4121788e022261bc5626b1d4b23f334daa131aacb3d2501109debc1,REFORESTATION,REFORESTATION,reforestation,38,51,"Ecosystem restoration, afforestation, reforestation",1.0,explorer,
UNFCCC.non-party.1869.0,e258116464b3ce0c44069dc9cf5e7221__1d510375eda523900f2590c168cc8c908de0cf3729b49b44cfffae6d1dd6db96,FORESTS,FORESTS,forest,21,27,Improved sustainable forest management,1.0,explorer,
UNFCCC.non-party.1875.0,311afafcd0a77297472255a400d30692__6f940307fc29ba344852255c44bcd53eea3105d1c77fafcede6c1ce5753e2c8d,DEFORESTATION,DEFORESTATION,deforestation,726,739,"Fully TCFD aligned, CDP holds the largest environmental database in the world, and CDP's data and insights are a unique source of information that can inform the design and evaluation of evidence-based policies for corporate, capital market and subnational action on climate change, deforestation and water security.",1.0,explorer,
UNFCCC.non-party.1875.0,311afafcd0a77297472255a400d30692__6f940307fc29ba344852255c44bcd53eea3105d1c77fafcede6c1ce5753e2c8d,FORESTS,FORESTS,forests,434,441,"Founded in 2000 and working with more than 680 financial institutions with over $130 trillion in assets, CDP pioneered using capital markets and corporate procurement to motivate companies to disclose their environmental impacts, and to reduce greenhouse gas emissions, safeguard water resources and protect forests.",1.0,explorer,
UNFCCC.non-party.1854.0,77163f10a9526e18bf9b8f289f6c2fbe__be3d8bf54815d409ac175099e20ddbe4ffaed1ca293883065287e762e93e1d1a,FORESTS,FORESTS,forest,239,245,"For example, climate projects that lead to the forced displacement of people and communities due to land-intensive activities such as hydroelectric reservoir construction, forest protection, plantation development for bioenergy or carbon sinks, and ocean- based climate action, represent a threat to children's rights.",1.0,explorer,
UNFCCC.party.1851.0,9a28e0bcd9ed9d8bb87a5a209ed63122__914749e365e29551f66406bca034670a734df6f7fcead1870d31446481978a8d,FORESTS,FORESTS,forest,592,598,"Attention should also be paid to measures that provide synergy between adaptation and mitigation, including measures to improve the stability and efficiency of energy systems, ecosystem adaptation, forest and water protection, and cropland management.",1.0,explorer,
UNFCCC.party.1879.0,ff3c23ded6fa8ac2d7c512c2a4c5f5f5__191982a680f40d1272aaced085a7996a08b803f2e73976299fd1caadd94edafc,FORESTS,FORESTS,forest,32,38,":unselected: o Halt and reverse forest loss and land degradation by 2030, building on the Glasgow Leaders' Declaration on Forests and Land Use.",1.0,explorer,
UNFCCC.party.1879.0,ea6dfc14899c1a66818a7bc8afa50d18__349ebb3b6592e2b121b4476373c1c6a2bb1aab956f7d2fa985f9dcd4cb49a8e1,FORESTS,FORESTS,forests,218,225,":unselected: o Welcome the work of the Forests and Climate Leaders Partnership to accelerate global progress to halt and reverse forest loss and land degradation by 2030, including though the mobilizing of finance for forests and by encouraging green construction with wood, and invite partners from the public and private sector to contribute to the partnership.",1.0,explorer,
UNFCCC.party.1879.0,ea6dfc14899c1a66818a7bc8afa50d18__349ebb3b6592e2b121b4476373c1c6a2bb1aab956f7d2fa985f9dcd4cb49a8e1,FORESTS,FORESTS,forest,129,135,":unselected: o Welcome the work of the Forests and Climate Leaders Partnership to accelerate global progress to halt and reverse forest loss and land degradation by 2030, including though the mobilizing of finance for forests and by encouraging green construction with wood, and invite partners from the public and private sector to contribute to the partnership.",1.0,explorer,
UNFCCC.party.1836.0,bf983fc8b3a6d69208460763fbc7dd66__44eee6f8ceb60c6f6b60caee1d06c09f75e8dcfb7d361fe66fb2fc23380bc7de,DEFORESTATION,DEFORESTATION,deforestation,24,37,:unselected: o reducing deforestation to net zero by 2030 and significantly reducing other GHG emissions from land use;,1.0,explorer,
UNFCCC.party.1836.0,c32b684b592b80dbfdc27b986173c1b9__11b9d555d3cb0aa172630c3499dd7f4ba5017e1406514108f18a1428b65919ec,DEFORESTATION,DEFORESTATION,deforestation,18,31,":unselected: o On deforestation, the annual rate of deforestation has declined over the last 30 years, but the world is still losing more than 4 million hectares annually, which is incompatible with achieving net zero deforestation by 2030.5",1.0,explorer,
UNFCCC.party.1836.0,c32b684b592b80dbfdc27b986173c1b9__11b9d555d3cb0aa172630c3499dd7f4ba5017e1406514108f18a1428b65919ec,DEFORESTATION,DEFORESTATION,deforestation,52,65,":unselected: o On deforestation, the annual rate of deforestation has declined over the last 30 years, but the world is still losing more than 4 million hectares annually, which is incompatible with achieving net zero deforestation by 2030.5",1.0,explorer,
UNFCCC.party.1836.0,c32b684b592b80dbfdc27b986173c1b9__11b9d555d3cb0aa172630c3499dd7f4ba5017e1406514108f18a1428b65919ec,DEFORESTATION,DEFORESTATION,deforestation,218,231,":unselected: o On deforestation, the annual rate of deforestation has declined over the last 30 years, but the world is still losing more than 4 million hectares annually, which is incompatible with achieving net zero deforestation by 2030.5",1.0,explorer,
UNFCCC.party.1836.0,8bfc6b9c27adbad3cece355a6930cb41__c0051abfbf85221836b29a98bab3b5a0f3b9fb80e5db0907696c1d28c933472d,FORESTS,FORESTS,Forest,8,14,5 UNFAO Forest Resource Assessment.,1.0,explorer,
UNFCCC.party.1836.0,f19d8d3428e215b14f10acd51cd78c3d__b3d398cf2618b65246fa72192240161b5525e2ace0c5f348741668d33b2ece97,DEFORESTATION,DEFORESTATION,deforestation,25,38,:unselected: o To reduce deforestation to net zero by 2030 and significantly reduce other GHG emissions from land use:,1.0,explorer,
UNFCCC.party.1836.0,0bff0bdf65506ff988810ed8bb710a6c__e202257ed7b3a93eb41546b52a0d14d3b92aed39f25f73112b71fa6e9f190a67,DEFORESTATION,DEFORESTATION,deforestation,30,43,""" Addressing major drivers of deforestation and forest degradation in the tropics, including agricultural expansion and conversion of forest to cropland.13",1.0,explorer,
UNFCCC.party.1836.0,0bff0bdf65506ff988810ed8bb710a6c__e202257ed7b3a93eb41546b52a0d14d3b92aed39f25f73112b71fa6e9f190a67,DEFORESTATION,FOREST_DEGRADATION,forest degradation,48,66,""" Addressing major drivers of deforestation and forest degradation in the tropics, including agricultural expansion and conversion of forest to cropland.13",1.0,explorer,
UNFCCC.party.1836.0,0bff0bdf65506ff988810ed8bb710a6c__e202257ed7b3a93eb41546b52a0d14d3b92aed39f25f73112b71fa6e9f190a67,FORESTS,FORESTS,forest,48,54,""" Addressing major drivers of deforestation and forest degradation in the tropics, including agricultural expansion and conversion of forest to cropland.13",1.0,explorer,
UNFCCC.party.1836.0,0bff0bdf65506ff988810ed8bb710a6c__e202257ed7b3a93eb41546b52a0d14d3b92aed39f25f73112b71fa6e9f190a67,FORESTS,FORESTS,forest,134,140,""" Addressing major drivers of deforestation and forest degradation in the tropics, including agricultural expansion and conversion of forest to cropland.13",1.0,explorer,
UNFCCC.party.1836.0,6cc5f2c66fa8d2b282883e7ab98a8316__aeababd2d00848c34247d5caa37b6c0d9bb6cfeafb21aed007924026a753d842,FORESTS,FORESTS,forests,79,86,""" Enhancing sequestration in the AFOLU sector, including by restoring degraded forests, and engaging in afforestation efforts.",1.0,explorer,
UNFCCC.party.1836.0,6cc5f2c66fa8d2b282883e7ab98a8316__aeababd2d00848c34247d5caa37b6c0d9bb6cfeafb21aed007924026a753d842,AFFORESTATION,AFFORESTATION,afforestation,104,117,""" Enhancing sequestration in the AFOLU sector, including by restoring degraded forests, and engaging in afforestation efforts.",1.0,explorer,
UNFCCC.non-party.1864.0,2e128bffa52a76e3de7938a2636ce92d__a1818d588aab02c110578acb24443d2a83a0868608a5a6a75d04df72580bee91,DEFORESTATION,DEFORESTATION,deforestation,568,581,"It should also recognize the role of agriculture as the dominant driver of nature loss and degradation and the need to transform food systems and subsidies towards agro-ecological, community and gender led solutions that reverse losses, deforestation and land degradation, delivering significant mitigation, productivity and landscape resilience co-benefits.",1.0,explorer,
UNFCCC.non-party.1868.0,c2dc1888275a6d01fca50c94fb6ac113__113bf08c514d2a52fc3e9bec329a0cc9556e389d3788dae284de88e01f455d93,DEFORESTATION,DEFORESTATION,deforestation,549,562,"Where biomass is used to cover basic needs, such as energy for cooking, climate plans must include proposals to cover the basic needs in ways that do neither drive deforestation and land degradation nor disrupt livelihoods and ecosystems.",1.0,explorer,
UNFCCC.non-party.1868.0,c2dc1888275a6d01fca50c94fb6ac113__113bf08c514d2a52fc3e9bec329a0cc9556e389d3788dae284de88e01f455d93,DEFORESTATION,DEFORESTATION,deforestation,931,944,"We propose that for all countries with deforestation problems caused by cooking needs, this is proposed for inclusion in the coming NDCs.",1.0,explorer,
UNFCCC.non-party.1868.0,c2dc1888275a6d01fca50c94fb6ac113__113bf08c514d2a52fc3e9bec329a0cc9556e389d3788dae284de88e01f455d93,AFFORESTATION,AFFORESTATION,tree planting,720,733,"This can be achieved with reduced biomass consumption through improved cookstoves combined with tree planting as well as efficient electric cooking with electricity from renewable energies, combined with increased electricity production from renewable energy sources.",1.0,explorer,
UNFCCC.non-party.1874.0,34714dfd64f76d0a16d042a3355b48d1__fb47d540a7908395f354861cad55bde985bbecd71d7d0b41b1953e15b5f070f4,FORESTS,FORESTRY,forestry,162,170,"· clarify the process for scaling up both quantity and quality of climate finance provision, contributing to filling the existing finance gap for agriculture and forestry.",1.0,explorer,
UNFCCC.party.1834.0,70cb51cf376f019a82509a2db50266dc__4ee85d5cbc5e4bbdfa02b454cd80491cf8932a061d3b43f6fbd97fe6178b5311,FORESTS,FORESTS,Forest,497,503,"It should recognize the critical role of protecting, conserving, and restoring all ecosystems, particularly those at greatest risk of an abrupt climate change, such as the Amazon Forest and cryosphere, to urgent scaling up financial and technical support for adaptation and loss and damage in those areas.",1.0,explorer,
UNFCCC.party.1834.0,c01c121c7654ac3ad47ea7ded8dde076__d83662329de4fb365ca3f9e257f74b919f351c788a1650acd365a4a0f33f79cd,DEFORESTATION,DEFORESTATION,deforestation,31,44,· Meaningful stocktake to halt deforestation and ecological restoration to comply with the Paris Agreement and provide guidelines to accelerate the implementation of actions.,1.0,explorer,
UNFCCC.party.1834.0,6a24fb51eadda5de5a72c7c9f3dbfb5a__3beb4b5927fff2625abef3b3183df29b15aab822e50c550a4e17fd1cff4fdc4b,RAINFORESTS,RAINFORESTS,rainforest,336,346,"· Promote a better understanding and knowledge of the scope and eventual impacts of the Tipping Points phenomena, in particular of the following processes: collapse of the West Antarctic ice sheet, melting of the Greenland ice sheet, loss of destruction of mid-latitude glaciers, changes in ocean circulation, destruction of the Amazon rainforest, changing tropical rain belts, uncontrolled thawing of permafrost and resulting carbon emissions, and the collapse of monsoon systems throughout the world.",1.0,explorer,
UNFCCC.party.1880.0,62b208bedee8fb6482292da69fcd1c76__3b2f2fe80151678c86e9ae7460e3c8ccdd6327a52374dafd786e25f1e2cf59b2,FORESTS,FORESTS,forest,19,25,"o Halt and reverse forest loss and land degradation by 2030, building on the Glasgow Leaders&#39; Declaration on Forests and Land Use.",1.0,explorer,
UNFCCC.party.1880.0,69baa5c0d4be50e43530807a7cd2bd25__a46e7e720fab207bb5fc5b76ef3adcc80d4790d46ef83a9fcf30ef3f7c282263,FORESTS,FORESTS,forest,137,143,":unselected: o Commend the work of the Leaders&#39; Partnership on Forests and Climate to accelerate global progress to halt and reverse forest loss and land degradation by 2030, including by mobilizing finance for",1.0,explorer,
UNFCCC.party.1880.0,b66a929c0352fe4c18184d33d968e138__781c3449a9267b6c2415ab7ecd3ac84afd754adbb0ba4b5071061809b72dc196,FORESTS,FORESTS,forests,0,7,"forests and promoting ecological construction with wood, and invite partners from the public and private sectors to contribute to this partnership.",1.0,explorer,
